event_type,attendance,location_type,weather_factor,density_veh_per_km,queue_length_veh,label
Accident,280,Suburban,62.762,56.83,24.53,Heavy
Accident,331,Rural,79.6428,59.61,25.6,Heavy
Accident,780,Suburban,18.7624,90.26,61.51,Gridlock
Other,834,Urban,290.4883,13.65,0.8,Free-flow
Concert,32556,Suburban,171.6407,29.65,9.6,Moderate
Concert,85875,Urban,70.9312,58.66,26.22,Heavy
Sporting Event,64574,Urban,158.6963,30.48,11.33,Moderate
Sporting Event,19020,Urban,63.3896,55.5,25.64,Heavy
Accident,499,Urban,81.153,59.25,22.54,Heavy
Construction,652,Suburban,74.9598,62.67,22.28,Heavy
Concert,78816,Highway,70.6307,61.28,23.83,Heavy
Concert,29109,Urban,27.4421,89.78,59.3,Gridlock
Other,783,Rural,279.8672,7.23,2.14,Free-flow
Construction,7,Urban,284.1768,7.83,1.7,Free-flow
Sporting Event,7313,Urban,78.1155,63.21,27.38,Heavy
Sporting Event,33314,Suburban,159.8126,29.6,7.59,Moderate
Construction,925,Highway,24.1876,86.0,55.47,Gridlock
Construction,711,Suburban,71.3767,56.48,23.6,Heavy
Sporting Event,24228,Suburban,63.7056,54.48,25.56,Heavy
Construction,980,Urban,176.6079,30.88,8.48,Moderate
Construction,536,Urban,166.5871,33.82,8.07,Moderate
Concert,85872,Urban,305.4611,10.51,0.97,Free-flow
Other,351,Highway,286.4236,10.46,1.81,Free-flow
Other,65,Highway,162.4856,33.6,8.98,Moderate
Concert,52617,Highway,247.8488,14.9,2.23,Free-flow
Accident,907,Urban,21.6313,89.43,57.04,Gridlock
Concert,87664,Urban,184.6117,30.17,7.76,Moderate
Parade,92887,Highway,169.1299,32.68,9.48,Moderate
Construction,441,Urban,70.5946,62.09,25.48,Heavy
Sporting Event,45218,Suburban,89.9367,60.33,22.62,Heavy
Accident,661,Highway,273.5974,10.22,2.27,Free-flow
Sporting Event,31752,Urban,289.9528,9.66,2.1,Free-flow
Construction,115,Suburban,266.5408,9.93,1.43,Free-flow
Accident,303,Suburban,159.7179,28.88,10.95,Moderate
Sporting Event,76173,Suburban,305.8032,9.09,1.6,Free-flow
Concert,22936,Urban,148.8693,23.63,11.77,Moderate
Concert,79522,Urban,86.4068,61.46,24.64,Heavy
Construction,277,Urban,165.256,36.73,9.94,Moderate
Parade,20676,Urban,28.5051,89.51,56.0,Gridlock
Concert,58279,Urban,25.3867,91.34,61.17,Gridlock
Construction,146,Highway,22.1722,90.8,58.3,Gridlock
Other,867,Rural,75.7219,57.29,22.62,Heavy
Accident,249,Urban,167.2768,31.99,9.36,Moderate
Construction,770,Urban,27.4124,94.11,56.04,Gridlock
Construction,444,Suburban,91.8271,57.66,26.16,Heavy
Sporting Event,43692,Suburban,149.3148,34.11,10.08,Moderate
Construction,388,Urban,169.7334,33.11,11.47,Moderate
Construction,560,Urban,23.4207,89.53,57.02,Gridlock
Construction,635,Urban,25.3474,91.8,58.35,Gridlock
Concert,20565,Highway,62.2008,61.05,24.3,Heavy
Accident,360,Urban,88.942,55.58,21.85,Heavy
Sporting Event,37057,Suburban,272.4864,11.13,5.3,Free-flow
Construction,560,Urban,75.7719,61.56,19.54,Heavy
Parade,27794,Suburban,77.1548,63.35,25.8,Heavy
Sporting Event,74217,Urban,28.8287,90.71,61.93,Gridlock
Sporting Event,60126,Highway,319.2012,12.98,2.24,Free-flow
Sporting Event,17827,Highway,161.8772,30.74,9.72,Moderate
Accident,802,Urban,157.7871,27.42,14.56,Moderate
Concert,5676,Urban,25.7263,89.98,60.69,Gridlock
Construction,846,Urban,168.8068,31.12,12.48,Moderate
Accident,974,Urban,98.9459,61.17,22.93,Heavy
Accident,932,Urban,274.4677,9.61,2.26,Free-flow
Construction,947,Suburban,24.092,86.33,60.55,Gridlock
Accident,433,Rural,148.0175,32.85,12.42,Moderate
Accident,515,Suburban,262.5852,9.15,1.22,Free-flow
Accident,304,Suburban,24.0642,90.78,64.95,Gridlock
Accident,920,Highway,87.6191,56.72,27.96,Heavy
Accident,821,Rural,270.8053,13.35,3.66,Free-flow
Parade,12446,Highway,171.3562,34.94,8.28,Moderate
Concert,15183,Urban,79.8028,54.03,23.66,Heavy
Construction,264,Urban,155.2037,33.81,9.61,Moderate
Parade,21018,Suburban,156.3699,30.52,8.85,Moderate
Sporting Event,42559,Urban,301.595,12.83,0.89,Free-flow
Sporting Event,88817,Rural,289.0749,9.66,2.85,Free-flow
Other,853,Suburban,65.32,54.66,27.2,Heavy
Construction,796,Suburban,174.1567,23.68,9.83,Moderate
Concert,1097,Urban,279.5153,12.08,2.53,Free-flow
Concert,95502,Rural,25.8454,84.0,62.77,Gridlock
Accident,185,Highway,171.4998,28.97,10.93,Moderate
Sporting Event,63201,Urban,268.3024,8.91,2.04,Free-flow
Construction,79,Highway,27.3004,89.48,61.92,Gridlock
Construction,956,Urban,23.6171,87.49,60.87,Gridlock
Concert,86022,Suburban,170.2947,27.57,9.59,Moderate
Parade,91141,Urban,61.9667,60.6,25.06,Heavy
Construction,740,Urban,164.3724,28.15,10.86,Moderate
Construction,286,Suburban,304.5443,10.01,1.16,Free-flow
Construction,319,Suburban,92.2522,61.19,30.46,Heavy
Accident,746,Urban,274.2921,10.03,1.47,Free-flow
Accident,171,Urban,19.7656,87.91,61.57,Gridlock
Parade,63045,Suburban,21.1601,85.9,60.73,Gridlock
Accident,735,Urban,253.899,15.41,2.1,Free-flow
Parade,7842,Highway,162.8326,31.91,8.48,Moderate
Accident,799,Urban,69.6693,58.75,24.84,Heavy
Concert,48385,Urban,166.3172,34.39,9.63,Moderate
Parade,94555,Rural,57.9837,64.85,28.97,Heavy
Parade,83509,Urban,23.3894,91.68,55.5,Gridlock
Accident,912,Urban,83.5894,58.35,26.15,Heavy
Sporting Event,14927,Urban,23.0639,90.5,62.91,Gridlock
Sporting Event,61867,Suburban,28.9054,96.45,59.63,Gridlock
Accident,822,Suburban,60.6165,57.3,21.38,Heavy
Accident,819,Urban,69.9606,61.94,29.03,Heavy
Accident,942,Urban,187.3736,32.74,9.84,Moderate
Construction,9,Highway,76.5144,57.39,23.47,Heavy
Accident,804,Urban,178.6959,32.38,9.33,Moderate
Accident,283,Suburban,282.9876,8.81,1.54,Free-flow
Accident,539,Urban,163.9455,31.25,9.96,Moderate
Construction,972,Suburban,61.7592,54.84,25.54,Heavy
Other,528,Suburban,298.1674,9.52,2.11,Free-flow
Accident,565,Highway,276.1554,10.59,1.64,Free-flow
Sporting Event,85117,Urban,22.6601,82.54,59.04,Gridlock
Concert,79905,Urban,287.0027,8.25,1.58,Free-flow
Concert,80505,Urban,282.43,14.43,3.06,Free-flow
Construction,18,Urban,30.4902,89.53,58.82,Gridlock
Accident,609,Suburban,264.7323,11.24,1.59,Free-flow
Construction,171,Suburban,82.1823,59.95,29.13,Heavy
Parade,39923,Urban,167.6556,26.08,11.22,Moderate
Sporting Event,4230,Urban,271.1684,8.04,3.36,Free-flow
Sporting Event,98877,Highway,83.3308,56.34,26.32,Heavy
Accident,707,Urban,157.8056,26.92,8.53,Moderate
Sporting Event,22893,Highway,275.854,10.61,2.44,Free-flow
Construction,761,Highway,279.0196,8.88,1.73,Free-flow
Other,549,Suburban,89.5182,62.52,26.77,Heavy
Construction,273,Urban,78.6726,62.39,24.68,Heavy
Accident,643,Urban,26.3337,83.21,62.6,Gridlock
Sporting Event,10557,Urban,138.8172,26.63,11.87,Moderate
Parade,82088,Urban,24.6988,89.65,65.76,Gridlock
Construction,255,Urban,58.862,58.81,29.16,Heavy
Accident,819,Urban,232.2553,8.45,3.3,Free-flow
Construction,536,Highway,254.403,14.25,2.57,Free-flow
Sporting Event,72329,Highway,63.6889,62.85,23.47,Heavy
Construction,683,Urban,158.6402,27.64,9.62,Moderate
Construction,257,Urban,25.9437,89.61,65.79,Gridlock
Accident,713,Urban,294.25,8.85,2.56,Free-flow
Accident,648,Urban,162.3838,33.49,7.78,Moderate
Concert,70975,Highway,265.0061,10.64,1.93,Free-flow
Accident,697,Highway,22.1705,93.34,54.76,Gridlock
Sporting Event,58789,Urban,26.5083,90.19,64.09,Gridlock
Construction,149,Urban,288.0615,10.96,0.95,Free-flow
Concert,67972,Urban,22.7653,90.08,57.24,Gridlock
Sporting Event,86144,Urban,88.0356,57.64,26.45,Heavy
Accident,605,Urban,286.4041,8.69,1.81,Free-flow
Sporting Event,63202,Urban,17.6964,83.4,60.6,Gridlock
Sporting Event,21763,Suburban,29.0706,88.89,47.83,Gridlock
Construction,124,Suburban,284.0935,6.86,1.19,Free-flow
Sporting Event,24479,Suburban,153.711,29.63,10.44,Moderate
Concert,94193,Urban,275.9776,7.23,2.02,Free-flow
Construction,827,Highway,295.3332,10.49,1.8,Free-flow
Accident,71,Urban,165.331,28.62,12.15,Moderate
Accident,124,Urban,89.6979,63.69,28.38,Heavy
Parade,61992,Rural,24.5026,92.09,64.62,Gridlock
Other,911,Rural,20.2404,86.37,55.6,Gridlock
Other,65,Suburban,64.4239,57.93,25.62,Heavy
Construction,628,Rural,26.1172,91.36,63.36,Gridlock
Construction,415,Urban,25.2285,84.53,64.52,Gridlock
Accident,345,Rural,298.3378,9.42,1.48,Free-flow
Accident,815,Urban,165.6382,26.65,8.9,Moderate
Concert,70977,Rural,65.0497,62.12,26.29,Heavy
Concert,64590,Suburban,19.9349,89.01,55.15,Gridlock
Other,218,Rural,27.5409,89.42,58.0,Gridlock
Construction,162,Suburban,22.4401,91.85,65.07,Gridlock
Sporting Event,72030,Urban,28.9224,91.02,61.16,Gridlock
Accident,722,Urban,158.1832,27.43,7.77,Moderate
Construction,456,Urban,24.541,90.57,68.73,Gridlock
Accident,618,Highway,141.3063,29.79,9.84,Moderate
Sporting Event,5252,Suburban,160.9602,34.08,9.58,Moderate
Sporting Event,54363,Urban,304.4822,8.57,3.07,Free-flow
Accident,879,Urban,28.4251,95.84,55.32,Gridlock
Other,769,Highway,73.4233,62.61,23.74,Heavy
Sporting Event,11309,Highway,176.0125,26.38,6.92,Moderate
Sporting Event,52490,Urban,253.8958,8.28,2.87,Free-flow
Sporting Event,24919,Urban,288.5348,8.85,2.95,Free-flow
Other,538,Highway,262.4773,8.86,1.9,Free-flow
Accident,428,Highway,24.0617,83.93,56.46,Gridlock
Construction,923,Urban,301.8649,9.87,3.13,Free-flow
Parade,12515,Urban,161.2549,32.5,9.33,Moderate
Accident,392,Rural,27.3141,91.79,57.81,Gridlock
Sporting Event,42940,Highway,27.6606,86.41,59.88,Gridlock
Sporting Event,86294,Suburban,69.3724,58.33,26.25,Heavy
Construction,324,Urban,68.9541,59.26,25.56,Heavy
Sporting Event,99293,Rural,304.529,9.81,2.57,Free-flow
Accident,764,Rural,80.0141,60.04,28.01,Heavy
Accident,583,Suburban,172.4287,30.61,9.78,Moderate
Other,900,Rural,97.3192,54.09,24.76,Heavy
Accident,297,Suburban,72.9278,59.34,25.55,Heavy
Construction,758,Highway,159.7459,35.22,5.06,Moderate
Parade,51708,Rural,23.4332,95.03,56.43,Gridlock
Other,529,Suburban,77.1634,59.77,22.64,Heavy
Other,313,Suburban,279.6754,10.29,2.54,Free-flow
Parade,45713,Suburban,27.9765,86.44,61.84,Gridlock
Construction,51,Urban,83.2419,66.08,25.64,Heavy
Construction,885,Suburban,262.589,7.27,2.7,Free-flow
Construction,33,Suburban,289.2551,5.79,2.25,Free-flow
Construction,66,Highway,24.9735,90.49,64.93,Gridlock
Construction,879,Highway,21.2108,89.7,65.09,Gridlock
Construction,539,Suburban,162.1128,26.33,13.89,Moderate
Construction,374,Urban,291.5206,9.56,1.8,Free-flow
Other,609,Suburban,276.2521,10.35,2.39,Free-flow
Other,45,Urban,290.6526,8.3,2.69,Free-flow
Concert,9742,Highway,301.9663,6.68,2.7,Free-flow
Sporting Event,41752,Highway,172.5338,26.55,9.69,Moderate
Construction,239,Urban,74.4911,55.97,26.29,Heavy
Other,435,Suburban,171.7341,31.7,10.15,Moderate
Parade,50624,Highway,280.6504,10.74,2.12,Free-flow
Accident,178,Urban,300.3177,8.33,0.35,Free-flow
Construction,387,Suburban,287.5696,9.81,2.41,Free-flow
Construction,859,Highway,74.7829,60.85,24.76,Heavy
Sporting Event,19802,Suburban,251.7642,11.3,2.88,Free-flow
Concert,31242,Suburban,29.1218,84.97,62.87,Gridlock
Construction,999,Suburban,296.6706,11.8,1.82,Free-flow
Construction,950,Rural,18.305,88.38,59.65,Gridlock
Other,742,Rural,78.6219,58.75,21.34,Heavy
Other,370,Urban,295.8144,8.16,2.29,Free-flow
Construction,491,Highway,27.0393,90.89,57.55,Gridlock
Concert,79874,Suburban,23.5444,88.51,59.63,Gridlock
Accident,232,Highway,148.6911,27.82,13.08,Moderate
Sporting Event,58791,Rural,164.6754,31.95,8.08,Moderate
Accident,416,Suburban,266.7522,11.44,2.25,Free-flow
Accident,965,Urban,85.9429,61.36,22.46,Heavy
Accident,271,Suburban,290.1235,9.26,0.85,Free-flow
Other,23,Urban,268.7034,6.66,2.2,Free-flow
Concert,57684,Urban,25.7726,91.46,64.72,Gridlock
Parade,93563,Rural,21.2939,89.58,56.35,Gridlock
Other,397,Urban,297.716,12.83,1.2,Free-flow
Construction,418,Urban,81.2783,62.93,27.07,Heavy
Sporting Event,25931,Urban,84.603,57.78,25.44,Heavy
Accident,649,Suburban,154.6094,29.94,12.34,Moderate
Sporting Event,59722,Urban,267.1559,11.51,2.76,Free-flow
Sporting Event,41114,Urban,85.6292,65.57,26.88,Heavy
Sporting Event,63394,Suburban,254.1721,12.08,1.84,Free-flow
Parade,16229,Highway,21.8141,93.65,69.11,Gridlock
Concert,24371,Highway,179.6267,26.78,8.16,Moderate
Other,995,Highway,81.8684,62.9,23.64,Heavy
Other,555,Highway,83.6676,61.04,22.67,Heavy
Construction,124,Suburban,284.1268,12.23,3.02,Free-flow
Parade,92166,Urban,276.8324,8.07,1.91,Free-flow
Construction,344,Suburban,166.7373,29.65,10.75,Moderate
Other,689,Urban,97.7192,57.25,23.98,Heavy
Construction,61,Suburban,155.8786,32.77,9.33,Moderate
Accident,109,Urban,149.4527,29.16,8.78,Moderate
Accident,580,Suburban,280.8149,8.98,2.7,Free-flow
Concert,39120,Urban,131.238,32.84,8.03,Moderate
Construction,443,Urban,146.8811,24.54,8.82,Moderate
Accident,758,Urban,268.4215,7.61,2.04,Free-flow
Parade,78306,Urban,151.7062,35.76,12.29,Moderate
Accident,205,Suburban,83.1545,64.3,21.27,Heavy
Accident,565,Suburban,25.0193,86.76,56.63,Gridlock
Parade,43203,Urban,270.4227,8.6,1.75,Free-flow
Sporting Event,46617,Rural,71.6338,62.14,24.08,Heavy
Construction,868,Highway,82.3808,62.37,26.09,Heavy
Construction,690,Highway,276.1787,8.33,1.08,Free-flow
Construction,527,Suburban,178.8869,26.97,9.31,Moderate
Sporting Event,71696,Urban,162.9282,30.12,11.19,Moderate
Accident,841,Suburban,294.1377,7.6,1.84,Free-flow
Sporting Event,74399,Suburban,185.6336,32.2,9.08,Moderate
Parade,17314,Urban,273.363,11.1,0.36,Free-flow
Concert,70450,Urban,143.5984,26.13,8.88,Free-flow
Other,244,Suburban,73.9036,66.21,25.64,Heavy
Sporting Event,77349,Urban,289.4682,9.07,2.28,Free-flow
Accident,847,Urban,77.8174,62.32,24.15,Heavy
Accident,638,Urban,306.4189,10.98,1.72,Free-flow
Accident,298,Suburban,78.8828,58.84,27.32,Heavy
Construction,697,Urban,24.5754,87.34,57.32,Gridlock
Other,919,Highway,163.8382,30.78,9.06,Moderate
Concert,21248,Suburban,166.6609,29.19,12.95,Moderate
Accident,108,Suburban,58.174,58.46,21.47,Heavy
Accident,278,Highway,163.8261,24.22,10.94,Moderate
Concert,60386,Urban,170.8225,30.25,11.45,Moderate
Other,116,Suburban,27.1687,87.65,62.99,Gridlock
Accident,798,Urban,165.6308,26.01,9.84,Moderate
Accident,446,Suburban,160.5195,35.05,12.85,Moderate
Concert,88169,Rural,140.0158,30.89,8.06,Moderate
Other,545,Highway,22.3946,88.81,57.14,Gridlock
Accident,527,Urban,291.0719,9.97,2.59,Free-flow
Sporting Event,55510,Urban,279.1164,10.98,1.47,Free-flow
Accident,846,Suburban,287.9602,12.2,2.65,Free-flow
Construction,60,Urban,266.8029,11.14,3.04,Free-flow
Concert,58872,Urban,28.2871,83.63,61.36,Gridlock
Accident,116,Urban,23.5485,89.86,60.15,Gridlock
Construction,958,Suburban,90.1985,58.2,26.11,Heavy
Sporting Event,57837,Suburban,130.4609,29.97,8.25,Moderate
Accident,29,Urban,68.4004,60.76,23.16,Heavy
Sporting Event,3715,Rural,25.6307,91.88,56.94,Gridlock
Other,561,Highway,25.0255,89.69,57.71,Gridlock
Concert,25538,Suburban,165.8479,28.88,12.95,Moderate
Other,645,Suburban,69.0743,62.45,23.02,Heavy
Accident,304,Highway,30.7842,86.89,58.45,Gridlock
Construction,977,Rural,163.6778,26.33,8.76,Moderate
Accident,797,Highway,81.3137,61.9,23.26,Heavy
Sporting Event,66990,Rural,24.0017,93.36,60.11,Gridlock
Accident,911,Rural,287.6764,6.29,1.24,Free-flow
Accident,669,Urban,168.9451,39.01,11.25,Moderate
Other,947,Urban,157.3725,31.56,10.53,Moderate
Construction,777,Urban,26.3692,86.3,63.13,Gridlock
Accident,565,Highway,177.7252,33.36,11.14,Moderate
Accident,113,Urban,147.2441,29.77,9.51,Moderate
Accident,541,Urban,78.1941,57.27,23.97,Heavy
Sporting Event,38969,Urban,172.7316,32.75,11.44,Moderate
Accident,567,Urban,276.693,9.4,1.94,Free-flow
Accident,774,Rural,160.1372,28.12,12.42,Moderate
Sporting Event,52375,Urban,150.8202,31.21,10.82,Moderate
Accident,921,Highway,158.5171,27.42,11.18,Moderate
Accident,679,Urban,18.7075,87.67,62.63,Gridlock
Sporting Event,19007,Urban,156.6157,24.76,6.65,Free-flow
Concert,30674,Urban,154.0261,26.04,10.07,Moderate
Construction,242,Urban,81.6754,61.16,26.59,Heavy
Accident,205,Highway,276.986,6.83,2.49,Free-flow
Construction,529,Highway,181.5899,35.37,9.46,Moderate
Sporting Event,72916,Highway,27.0366,84.95,54.92,Gridlock
Sporting Event,92369,Urban,259.6651,5.83,1.4,Free-flow
Construction,139,Suburban,308.1947,8.61,2.01,Free-flow
Accident,501,Suburban,167.0213,30.28,11.28,Moderate
Concert,31457,Urban,73.0033,58.8,25.04,Heavy
Concert,13351,Highway,25.5718,90.63,58.88,Gridlock
Construction,578,Urban,78.8122,58.69,25.56,Heavy
Concert,76887,Urban,278.3035,9.91,1.34,Free-flow
Accident,96,Urban,282.5306,8.05,2.01,Free-flow
Accident,225,Urban,273.8796,8.95,1.19,Free-flow
Sporting Event,43853,Highway,289.9289,9.01,1.53,Free-flow
Sporting Event,72180,Urban,60.8788,58.29,20.76,Heavy
Construction,883,Suburban,148.0325,30.27,9.63,Moderate
Construction,278,Highway,25.4037,84.46,58.15,Gridlock
Parade,71972,Urban,166.9916,26.05,7.53,Moderate
Parade,20034,Urban,150.7077,31.58,9.42,Moderate
Accident,116,Highway,282.9741,11.18,2.47,Free-flow
Construction,602,Rural,67.4908,65.97,24.94,Heavy
Accident,458,Rural,166.2375,34.95,11.24,Moderate
Sporting Event,47617,Suburban,161.4635,34.59,11.11,Moderate
Construction,385,Urban,76.7721,56.37,26.03,Heavy
Construction,466,Urban,282.8105,8.89,3.46,Free-flow
Accident,315,Suburban,63.4945,63.28,20.39,Heavy
Accident,295,Highway,281.2001,7.93,1.3,Free-flow
Concert,57781,Urban,92.7013,57.86,25.59,Heavy
Accident,196,Suburban,163.9179,29.04,9.11,Moderate
Accident,24,Urban,70.3419,63.02,24.0,Heavy
Accident,979,Highway,163.3367,24.44,8.87,Moderate
Concert,90083,Urban,279.016,10.42,1.71,Free-flow
Concert,40749,Urban,266.8084,11.98,2.21,Free-flow
Construction,557,Suburban,27.0262,87.83,58.26,Gridlock
Construction,771,Highway,82.5628,57.87,26.55,Heavy
Accident,112,Urban,25.045,93.72,58.33,Gridlock
Construction,998,Urban,274.8736,12.42,2.57,Free-flow
Construction,163,Suburban,72.8756,58.62,23.42,Heavy
Accident,753,Highway,276.108,5.75,3.19,Free-flow
Sporting Event,57065,Suburban,152.6649,29.16,10.16,Moderate
Other,781,Urban,261.6065,5.55,1.49,Free-flow
Accident,122,Highway,79.2887,63.78,27.44,Heavy
Sporting Event,39639,Highway,155.051,29.1,10.31,Moderate
Accident,627,Urban,155.2841,31.83,8.79,Moderate
Accident,464,Urban,263.3654,8.7,1.97,Free-flow
Parade,10045,Urban,165.9148,28.53,10.69,Moderate
Other,436,Urban,79.2043,58.25,25.89,Heavy
Sporting Event,21301,Highway,24.6261,88.22,51.82,Gridlock
Sporting Event,82136,Highway,69.1416,56.08,22.25,Heavy
Accident,567,Urban,154.0616,27.5,11.05,Moderate
Concert,64747,Urban,162.9558,32.17,9.46,Moderate
Accident,489,Suburban,282.9458,11.19,1.17,Free-flow
Parade,79455,Rural,177.5933,22.79,10.42,Moderate
Sporting Event,53644,Urban,283.8913,9.36,3.38,Free-flow
Construction,745,Rural,302.2714,7.25,1.45,Free-flow
Construction,224,Highway,265.7561,9.96,2.44,Free-flow
Accident,301,Suburban,165.7331,27.78,8.76,Moderate
Accident,873,Urban,169.1748,31.59,8.89,Moderate
Construction,690,Suburban,285.3248,10.91,2.62,Free-flow
Construction,236,Highway,25.4771,88.02,59.19,Gridlock
Sporting Event,94213,Highway,292.5985,10.13,1.04,Free-flow
Other,198,Rural,174.7067,31.67,11.17,Moderate
Other,243,Suburban,60.1032,57.1,24.04,Heavy
Construction,269,Urban,25.9587,87.95,62.42,Gridlock
Concert,72292,Urban,280.3623,5.48,2.08,Free-flow
Construction,946,Suburban,296.5836,10.93,1.59,Free-flow
Other,321,Urban,26.51,93.1,63.55,Gridlock
Concert,47445,Urban,164.1429,32.3,11.49,Moderate
Parade,46830,Urban,72.2308,57.06,22.42,Heavy
Other,492,Urban,26.3203,90.87,61.05,Gridlock
Concert,37364,Rural,177.0322,28.7,8.31,Moderate
Concert,21487,Highway,182.3717,33.76,8.6,Moderate
Concert,80633,Suburban,189.3382,24.72,11.23,Moderate
Sporting Event,91329,Urban,20.3256,88.55,54.99,Gridlock
Concert,81529,Urban,87.053,63.6,25.33,Heavy
Sporting Event,3159,Suburban,287.7958,9.68,1.64,Free-flow
Construction,117,Suburban,269.5749,10.31,2.89,Free-flow
Sporting Event,25329,Suburban,167.2997,30.1,9.21,Moderate
Other,587,Rural,85.9983,67.9,25.33,Heavy
Concert,75103,Suburban,25.4357,87.36,62.91,Gridlock
Construction,232,Highway,89.7551,62.84,23.88,Heavy
Accident,623,Highway,23.2337,92.85,58.2,Gridlock
Concert,15258,Rural,20.6384,86.76,67.42,Gridlock
Construction,429,Suburban,153.4065,26.87,11.14,Moderate
Concert,8691,Suburban,63.3712,56.32,23.87,Heavy
Construction,914,Rural,154.5919,34.78,11.29,Moderate
Sporting Event,16659,Suburban,82.1663,62.51,17.88,Heavy
Concert,51412,Suburban,67.8602,61.05,25.5,Heavy
Accident,96,Suburban,167.1874,28.66,9.71,Moderate
Construction,941,Suburban,24.0667,95.57,67.45,Gridlock
Accident,647,Highway,78.2854,61.5,23.82,Heavy
Concert,86235,Urban,294.1146,8.72,1.18,Free-flow
Concert,64062,Urban,170.2152,34.05,10.09,Moderate
Parade,9119,Urban,171.0985,26.06,9.9,Moderate
Accident,54,Highway,303.6593,10.77,3.1,Free-flow
Accident,692,Suburban,163.3068,29.69,8.56,Moderate
Accident,412,Urban,170.6743,26.66,9.56,Moderate
Parade,5606,Highway,272.4583,9.1,2.1,Free-flow
Construction,793,Urban,165.4756,27.93,11.24,Moderate
Concert,32017,Urban,283.9848,6.65,2.44,Free-flow
Other,317,Rural,285.4383,12.09,2.0,Free-flow
Construction,864,Suburban,152.4328,26.58,12.1,Moderate
Accident,403,Urban,58.0676,61.19,25.46,Heavy
Accident,528,Urban,150.224,28.34,10.64,Moderate
Accident,529,Urban,260.2821,7.67,2.45,Free-flow
Concert,48546,Urban,100.818,54.44,23.8,Heavy
Construction,49,Urban,178.5113,27.37,10.94,Moderate
Accident,541,Rural,95.1636,56.83,24.17,Heavy
Construction,520,Rural,259.5447,9.06,0.85,Free-flow
Concert,99288,Suburban,57.3668,60.07,23.32,Heavy
Construction,770,Rural,282.264,8.78,2.37,Free-flow
Sporting Event,18848,Highway,164.194,30.99,8.54,Moderate
Sporting Event,60951,Urban,83.1197,64.03,24.48,Heavy
Parade,70680,Urban,26.9675,94.23,63.83,Gridlock
Sporting Event,25600,Rural,151.0523,31.64,12.17,Moderate
Construction,672,Highway,149.075,35.8,9.57,Moderate
Concert,85976,Urban,272.9177,9.9,1.98,Free-flow
